time,id,power,lon,lat,tx
3.18,55,1.370161E-10,3.069958,50.63696,0
3.2,55,1.579732E-10,3.069958,50.63696,0
3.22,55,1.808324E-10,3.069958,50.63696,0
3.24,55,1.261494E-10,3.069958,50.63696,0
3.26,55,1.643653E-10,3.069958,50.63696,0
3.28,55,1.780206E-10,3.069958,50.63696,0
3.3,55,1.237352E-10,3.069958,50.63696,0
3.32,55,1.579161E-10,3.069958,50.63696,0
3.34,55,1.139225E-10,3.069958,50.63696,0
3.36,55,1.401228E-10,3.069958,50.63696,0
3.38,55,1.153362E-10,3.069958,50.63696,0
3.4,55,1.199703E-10,3.069958,50.63696,0
3.42,55,1.346116E-10,3.069958,50.63696,0
3.44,55,1.031699E-10,3.069958,50.63696,0
3.46,55,1.45043E-10,3.069958,50.63696,0
3.48,55,1.105195E-10,3.069958,50.63696,0
3.5,55,1.620756E-10,3.069958,50.63696,0
3.52,55,1.160688E-10,3.069958,50.63696,0
3.54,55,1.392091E-10,3.069958,50.63696,0
3.56,55,1.444372E-10,3.069958,50.63696,0
3.58,55,2.040841E-10,3.069958,50.63696,0
3.6,55,6.584872E-11,3.069958,50.63696,0
3.62,55,1.076986E-10,3.069958,50.63696,0
3.64,55,8.532663E-11,3.069958,50.63696,0
3.66,55,8.205991E-11,3.069958,50.63696,0
3.68,55,1.008351E-10,3.069958,50.63696,0
3.7,55,5.579218E-11,3.069958,50.63696,0
3.72,55,1.108572E-10,3.069958,50.63696,0
3.74,55,6.101684E-11,3.069958,50.63696,0
3.76,55,5.717426E-11,3.069958,50.63696,0
3.78,55,9.411685E-11,3.069958,50.63696,0
3.8,55,3.187778E-11,3.069958,50.63696,0
3.82,55,3.894214E-11,3.069958,50.63696,0
3.84,55,5.77442E-11,3.069958,50.63696,0
3.86,55,1.609012E-11,3.069958,50.63696,0
3.88,55,1.100663E-11,3.069958,50.63696,0
3.9,55,4.714631E-11,3.069958,50.63696,0
3.92,55,5.765481E-11,3.069958,50.63696,0
3.94,55,2.071807E-11,3.069958,50.63696,0
3.96,55,2.197725E-11,3.069958,50.63696,0
3.98,55,9.370135E-11,3.069958,50.63696,0
4,55,1.295445E-10,3.069958,50.63696,0
4.02,55,6.94492E-11,3.069958,50.63696,0
4.04,55,2.001481E-11,3.069958,50.63696,0
4.06,55,5.059202E-11,3.069958,50.63696,0
4.08,55,1.207838E-10,3.069958,50.63696,0
4.1,55,1.548608E-10,3.069958,50.63696,0
4.12,55,1.388947E-10,3.069958,50.63696,0
4.14,55,1.026726E-10,3.069958,50.63696,0
4.16,55,5.453123E-11,3.069958,50.63696,0
4.18,55,1.383403E-11,3.069958,50.63696,0
4.2,55,2.307769E-11,3.069958,50.63696,0
4.22,55,8.832188E-11,3.069958,50.63696,0
4.24,55,2.019924E-10,3.069958,50.63696,0
4.26,55,3.349249E-10,3.069958,50.63696,0
4.28,55,4.673021E-10,3.069958,50.63696,0
4.3,55,6.277821E-10,3.069958,50.63696,0
4.32,55,1.585309E-10,3.069958,50.63696,0
4.34,55,1.750626E-10,3.069958,50.63696,0
4.36,55,4.49178E-13,3.069958,50.63696,0
4.38,55,4.597979E-14,3.069958,50.63696,0
4.4,55,7.726842E-15,3.069958,50.63696,0
4.42,55,7.747242E-15,3.069958,50.63696,0
4.44,55,1.071111E-12,3.069958,50.63696,0
4.46,55,1.363268E-12,3.069958,50.63696,0
4.48,55,1.13141E-12,3.069958,50.63696,0
4.5,55,5.932827E-13,3.069958,50.63696,0
4.52,55,8.745988E-13,3.069958,50.63696,0
4.54,55,1.144905E-12,3.069958,50.63696,0
4.56,55,1.049E-12,3.069958,50.63696,0
4.58,55,7.401926E-13,3.069958,50.63696,0
4.6,55,5.162099E-13,3.069958,50.63696,0
4.62,55,9.771592E-13,3.069958,50.63696,0
4.64,55,1.015566E-12,3.069958,50.63696,0
4.66,55,6.682366E-13,3.069958,50.63696,0
4.68,55,6.155269E-13,3.069958,50.63696,0
4.7,55,6.266988E-13,3.069958,50.63696,0
4.72,55,6.620048E-13,3.069958,50.63696,0
4.74,55,9.350689E-13,3.069958,50.63696,0
4.76,55,7.731939E-13,3.069958,50.63696,0
4.78,55,3.411366E-13,3.069958,50.63696,0
4.8,55,3.910249E-13,3.069958,50.63696,0
4.82,55,7.058587E-13,3.069958,50.63696,0
4.84,55,7.260184E-13,3.069958,50.63696,0
4.86,55,5.51824E-13,3.069958,50.63696,0
4.88,55,3.670404E-13,3.069958,50.63696,0
4.9,55,3.077948E-13,3.069958,50.63696,0
4.92,55,5.583785E-13,3.069958,50.63696,0
4.94,55,8.443865E-13,3.069958,50.63696,0
4.96,55,6.812123E-13,3.069958,50.63696,0
4.98,55,3.023147E-13,3.069958,50.63696,0
5,55,2.805636E-13,3.069958,50.63696,0
5.02,55,5.295456E-13,3.069958,50.63696,0
5.04,55,6.326044E-13,3.069958,50.63696,0
5.06,55,5.403266E-13,3.069958,50.63696,0
5.08,55,3.830421E-13,3.069958,50.63696,0
5.1,55,4.209049E-13,3.069958,50.63696,0
5.12,55,4.008089E-13,3.069958,50.63696,0
5.14,55,3.910416E-13,3.069958,50.63696,0
5.16,55,3.912795E-13,3.069958,50.63696,0
5.18,55,2.901933E-13,3.069958,50.63696,0
5.2,55,4.423402E-13,3.069958,50.63696,0
5.22,55,2.097861E-13,3.069958,50.63696,0
5.24,55,6.515703E-13,3.069958,50.63696,0
5.26,55,3.27934E-13,3.069958,50.63696,0
5.28,55,2.568735E-13,3.069958,50.63696,0
5.3,55,4.508682E-13,3.069958,50.63696,0
5.32,55,2.117003E-13,3.069958,50.63696,0
5.34,55,5.528956E-13,3.069958,50.63696,0
5.36,55,3.067988E-13,3.069958,50.63696,0
5.38,55,2.470558E-13,3.069958,50.63696,0
5.4,55,4.213378E-13,3.069958,50.63696,0
5.42,55,1.911854E-13,3.069958,50.63696,0
5.44,55,3.600438E-13,3.069958,50.63696,0
5.46,55,1.732569E-13,3.069958,50.63696,0
5.48,55,4.309697E-13,3.069958,50.63696,0
5.5,55,2.932524E-13,3.069958,50.63696,0
5.52,55,2.765705E-13,3.069958,50.63696,0
5.54,55,1.840761E-13,3.069958,50.63696,0
5.56,55,2.603134E-13,3.069958,50.63696,0
5.58,55,3.684639E-13,3.069958,50.63696,0
5.6,55,1.65917E-13,3.069958,50.63696,0
5.62,55,3.144874E-13,3.069958,50.63696,0
5.64,55,1.692362E-13,3.069958,50.63696,0
5.66,55,3.783534E-13,3.069958,50.63696,0
5.68,55,2.378943E-13,3.069958,50.63696,0
5.7,55,2.105914E-13,3.069958,50.63696,0
5.72,55,2.227539E-13,3.069958,50.63696,0
5.74,55,2.780702E-13,3.069958,50.63696,0
5.76,55,4.097102E-13,3.069958,50.63696,0
5.78,55,6.126544E-14,3.069958,50.63696,0
5.8,55,1.965407E-12,3.069958,50.63696,0
5.82,55,7.683553E-13,3.069958,50.63696,0
5.84,55,8.014573E-13,3.069958,50.63696,0
5.86,55,8.132125E-13,3.069958,50.63696,0
5.88,55,1.227841E-12,3.069958,50.63696,0
5.9,55,2.386041E-13,3.069958,50.63696,0
5.92,55,1.482596E-13,3.069958,50.63696,0
5.94,55,3.075327E-13,3.069958,50.63696,0
5.96,55,2.369672E-14,3.069958,50.63696,0
5.98,55,4.118968E-13,3.069958,50.63696,0
6,55,3.776988E-13,3.069958,50.63696,0
6.02,55,5.30258E-14,3.069958,50.63696,0
6.04,55,1.824006E-13,3.069958,50.63696,0
6.06,55,2.816324E-13,3.069958,50.63696,0
6.08,55,3.524282E-13,3.069958,50.63696,0
6.1,55,4.525705E-14,3.069958,50.63696,0
6.12,55,2.125401E-13,3.069958,50.63696,0
6.14,55,1.559766E-13,3.069958,50.63696,0
6.16,55,8.535588E-13,3.069958,50.63696,0
6.18,55,7.765216E-14,3.069958,50.63696,0
6.2,55,1.98426E-13,3.069958,50.63696,0
6.22,55,1.263171E-13,3.069958,50.63696,0
6.24,55,3.791105E-13,3.069958,50.63696,0
6.26,55,2.18906E-13,3.069958,50.63696,0
6.28,55,6.1304E-14,3.069958,50.63696,0
6.3,55,1.933428E-13,3.069958,50.63696,0
6.32,55,1.032235E-13,3.069958,50.63696,0
6.34,55,1.368623E-13,3.069958,50.63696,0
6.36,55,2.96184E-13,3.069958,50.63696,0
6.38,55,3.210404E-13,3.069958,50.63696,0
6.4,55,2.375306E-13,3.069958,50.63696,0
6.42,55,2.574998E-13,3.069958,50.63696,0
6.44,55,2.923251E-13,3.069958,50.63696,0
6.46,55,2.206709E-13,3.069958,50.63696,0
6.48,55,1.397799E-13,3.069958,50.63696,0
6.5,55,1.768923E-13,3.069958,50.63696,0
6.52,55,2.448272E-13,3.069958,50.63696,0
6.54,55,2.44447E-13,3.069958,50.63696,0
6.56,55,2.295067E-13,3.069958,50.63696,0
6.58,55,2.207175E-13,3.069958,50.63696,0
6.6,55,2.547379E-13,3.069958,50.63696,0
6.62,55,2.819477E-13,3.069958,50.63696,0
6.64,55,1.597531E-13,3.069958,50.63696,0
6.66,55,7.932368E-14,3.069958,50.63696,0
6.68,55,3.9453E-14,3.069958,50.63696,0
6.7,55,8.319195E-14,3.069958,50.63696,0
6.72,55,2.374962E-13,3.069958,50.63696,0
6.74,55,6.365652E-13,3.069958,50.63696,0
6.76,55,2.240495E-13,3.069958,50.63696,0
6.78,55,7.61566E-15,3.069958,50.63696,0
6.8,55,2.217936E-13,3.069958,50.63696,0
6.82,55,1.267561E-13,3.069958,50.63696,0
6.84,55,1.075064E-13,3.069958,50.63696,0
6.86,55,3.271473E-14,3.069958,50.63696,0
6.88,55,7.690976E-14,3.069958,50.63696,0
6.9,55,3.062738E-13,3.069958,50.63696,0
6.92,55,3.716537E-14,3.069958,50.63696,0
6.94,55,2.395518E-13,3.069958,50.63696,0
6.96,55,1.357133E-13,3.069958,50.63696,0
6.98,55,5.973001E-14,3.069958,50.63696,0
7,55,1.191105E-13,3.069958,50.63696,0
7.02,55,9.751348E-14,3.069958,50.63696,0
7.04,55,2.825411E-13,3.069958,50.63696,0
7.06,55,6.818014E-14,3.069958,50.63696,0
7.08,55,5.897439E-13,3.069958,50.63696,0
7.1,55,3.746848E-14,3.069958,50.63696,0
7.12,55,1.249995E-13,3.069958,50.63696,0
7.14,55,3.322333E-13,3.069958,50.63696,0
7.16,55,4.190128E-14,3.069958,50.63696,0
7.18,55,7.737268E-13,3.069958,50.63696,0
7.2,55,1.997934E-15,3.069958,50.63696,0
7.22,55,5.865499E-14,3.069958,50.63696,0
7.24,55,8.094868E-13,3.069958,50.63696,0
7.26,55,3.016301E-13,3.069958,50.63696,0
7.28,55,4.928644E-13,3.069958,50.63696,0
7.3,55,3.440963E-13,3.069958,50.63696,0
7.32,55,5.520299E-13,3.069958,50.63696,0
7.34,55,5.056345E-13,3.069958,50.63696,0
7.36,55,3.027513E-13,3.069958,50.63696,0
7.38,55,1.919664E-13,3.069958,50.63696,0
7.4,55,8.14085E-13,3.069958,50.63696,0
7.42,55,1.871311E-12,3.069958,50.63696,0
7.44,55,1.845497E-12,3.069958,50.63696,0
7.46,55,1.92454E-12,3.069958,50.63696,0
7.48,55,2.805391E-12,3.069958,50.63696,0
7.5,55,2.406829E-12,3.069958,50.63696,0
7.52,55,2.840722E-12,3.069958,50.63696,0
7.54,55,3.269144E-12,3.069958,50.63696,0
7.56,55,3.136922E-12,3.069958,50.63696,0
7.58,55,6.301564E-12,3.069958,50.63696,0
7.6,55,5.050062E-12,3.069958,50.63696,0
7.62,55,4.976674E-12,3.069958,50.63696,0
7.64,55,1.631793E-11,3.069958,50.63696,0
7.66,55,3.157551E-11,3.069958,50.63696,0
7.68,55,1.664302E-10,3.069958,50.63696,0
7.7,55,1.241696E-10,3.069958,50.63696,0
7.72,55,1.152563E-10,3.069958,50.63696,0
7.74,55,8.008828E-11,3.069958,50.63696,0
7.76,55,9.004476E-11,3.069958,50.63696,0
7.78,55,4.300231E-11,3.069958,50.63696,0
7.8,55,2.279327E-10,3.069958,50.63696,0
7.82,55,2.437257E-10,3.069958,50.63696,0
7.84,55,2.32151E-10,3.069958,50.63696,0
7.86,55,7.786806E-13,3.069958,50.63696,0
7.88,55,3.804572E-13,3.069958,50.63696,0
7.9,55,6.2997E-11,3.069958,50.63696,0
7.92,55,7.360886E-11,3.069958,50.63696,0
7.94,55,6.312838E-11,3.069958,50.63696,0
7.96,55,6.838601E-11,3.069958,50.63696,0
7.98,55,1.24944E-13,3.069958,50.63696,0
8,55,9.649423E-14,3.069958,50.63696,0
8.02,55,1.225574E-12,3.069958,50.63696,0
8.04,55,1.318758E-12,3.069958,50.63696,0
8.059999,55,1.001544E-12,3.069958,50.63696,0
8.08,55,1.098638E-12,3.069958,50.63696,0
8.099999,55,3.158526E-12,3.069958,50.63696,0
8.12,55,3.978019E-12,3.069958,50.63696,0
8.139999,55,7.978648E-13,3.069958,50.63696,0
8.16,55,4.329036E-14,3.069958,50.63696,0
8.179999,55,2.418562E-13,3.069958,50.63696,0
8.2,55,1.825061E-13,3.069958,50.63696,0
8.22,55,3.950381E-13,3.069958,50.63696,0
8.24,55,6.590227E-13,3.069958,50.63696,0
8.26,55,3.116586E-14,3.069958,50.63696,0
8.28,55,4.682617E-14,3.069958,50.63696,0
8.3,55,7.893557E-13,3.069958,50.63696,0
8.32,55,1.443699E-12,3.069958,50.63696,0
8.34,55,2.257062E-12,3.069958,50.63696,0
8.36,55,3.243269E-12,3.069958,50.63696,0
8.38,55,2.528225E-11,3.069958,50.63696,0
8.4,55,2.737399E-11,3.069958,50.63696,0
8.42,55,2.475488E-11,3.069958,50.63696,0
8.44,55,5.136102E-13,3.069958,50.63696,0
8.46,55,8.1507E-13,3.069958,50.63696,0
8.48,55,3.013386E-12,3.069958,50.63696,0
8.5,55,1.883611E-10,3.069958,50.63696,0
8.52,55,7.898147E-11,3.069958,50.63696,0
8.54,55,5.579448E-11,3.069958,50.63696,0
8.559999,55,6.340731E-11,3.069958,50.63696,0
8.58,55,1.009847E-10,3.069958,50.63696,0
8.599999,55,2.981265E-10,3.069958,50.63696,0
8.62,55,2.818901E-10,3.069958,50.63696,0
8.639999,55,3.153626E-10,3.069958,50.63696,0
8.66,55,2.341715E-10,3.069958,50.63696,0
8.679999,55,2.115434E-10,3.069958,50.63696,0
8.7,55,8.467848E-11,3.069958,50.63696,0
8.72,55,8.027552E-11,3.069958,50.63696,0
8.74,55,9.439596E-11,3.069958,50.63696,0
8.76,55,7.552252E-12,3.069958,50.63696,0
8.78,55,1.717629E-11,3.069958,50.63696,0
8.8,55,4.584278E-12,3.069958,50.63696,0
8.82,55,8.006457E-13,3.069958,50.63696,0
8.84,55,4.085432E-12,3.069958,50.63696,0
8.86,55,6.674523E-13,3.069958,50.63696,0
8.88,55,4.132506E-12,3.069958,50.63696,0
8.9,55,8.311454E-13,3.069958,50.63696,0
8.92,55,2.837908E-12,3.069958,50.63696,0
8.94,55,3.525899E-13,3.069958,50.63696,0
8.96,55,1.15636E-12,3.069958,50.63696,0
8.98,55,4.523233E-13,3.069958,50.63696,0
9,55,7.781764E-13,3.069958,50.63696,0
9.02,55,4.627252E-13,3.069958,50.63696,0
9.04,55,4.745485E-13,3.069958,50.63696,0
9.059999,55,4.887861E-13,3.069958,50.63696,0
9.08,55,7.006068E-13,3.069958,50.63696,0
9.099999,55,1.222998E-13,3.069958,50.63696,0
9.12,55,3.147247E-13,3.069958,50.63696,0
9.139999,55,8.671204E-13,3.069958,50.63696,0
9.16,55,8.084526E-13,3.069958,50.63696,0
9.179999,55,9.168787E-13,3.069958,50.63696,0
9.2,55,1.091289E-13,3.069958,50.63696,0
9.22,55,1.587336E-12,3.069958,50.63696,0
9.24,55,1.122514E-13,3.069958,50.63696,0
9.26,55,6.669364E-13,3.069958,50.63696,0
9.28,55,3.871875E-13,3.069958,50.63696,0
9.3,55,8.498977E-13,3.069958,50.63696,0
9.32,55,1.064835E-13,3.069958,50.63696,0
9.34,55,6.068445E-13,3.069958,50.63696,0
9.36,55,3.666007E-14,3.069958,50.63696,0
9.38,55,3.24047E-13,3.069958,50.63696,0
9.4,55,4.492026E-13,3.069958,50.63696,0
9.42,55,1.270093E-12,3.069958,50.63696,0
9.44,55,1.149505E-13,3.069958,50.63696,0
9.46,55,5.904355E-11,3.069958,50.63696,0
9.48,55,5.809919E-11,3.069958,50.63696,0
9.5,55,6.028998E-11,3.069958,50.63696,0
9.52,55,6.771968E-11,3.069958,50.63696,0
9.54,55,8.233859E-11,3.069958,50.63696,0
9.559999,55,8.202508E-11,3.069958,50.63696,0
9.58,55,6.446135E-11,3.069958,50.63696,0
9.599999,55,6.335701E-11,3.069958,50.63696,0
9.62,55,6.73211E-11,3.069958,50.63696,0
9.639999,55,7.622881E-11,3.069958,50.63696,0
9.66,55,8.547228E-11,3.069958,50.63696,0
9.679999,55,6.645035E-11,3.069958,50.63696,0
9.7,55,6.744037E-11,3.069958,50.63696,0
9.719999,55,6.900706E-11,3.069958,50.63696,0
9.74,55,7.397659E-11,3.069958,50.63696,0
9.76,55,6.10927E-11,3.069958,50.63696,0
9.78,55,6.276828E-11,3.069958,50.63696,0
9.8,55,8.959389E-11,3.069958,50.63696,0
9.82,55,7.081469E-11,3.069958,50.63696,0
9.84,55,6.995705E-11,3.069958,50.63696,0
9.86,55,9.6722E-11,3.069958,50.63696,0
9.88,55,7.206994E-11,3.069958,50.63696,0
9.9,55,7.109309E-11,3.069958,50.63696,0
9.92,55,8.97693E-11,3.069958,50.63696,0
9.94,55,6.959156E-11,3.069958,50.63696,0
9.96,55,8.887588E-11,3.069958,50.63696,0
9.98,55,6.660322E-11,3.069958,50.63696,0
0,54,8.78159E-14,3.068684,50.63696,0
0.02,54,2.343156E-14,3.068684,50.63696,0
0.04,54,1.11896E-14,3.068684,50.63696,0
0.06,54,1.454212E-13,3.068684,50.63696,0
0.08,54,9.017671E-14,3.068684,50.63696,0
0.09999999,54,2.266899E-14,3.068684,50.63696,0
0.12,54,7.882944E-14,3.068684,50.63696,0
0.14,54,8.606221E-15,3.068684,50.63696,0
0.16,54,3.626083E-14,3.068684,50.63696,0
0.18,54,4.653282E-14,3.068684,50.63696,0
0.2,54,2.652412E-15,3.068684,50.63696,0
0.22,54,7.448923E-15,3.068684,50.63696,0
0.24,54,1.770318E-13,3.068684,50.63696,0
0.26,54,4.247772E-14,3.068684,50.63696,0
0.28,54,1.760454E-14,3.068684,50.63696,0
0.3,54,8.624855E-14,3.068684,50.63696,0
0.32,54,5.083989E-15,3.068684,50.63696,0
0.34,54,6.69324E-15,3.068684,50.63696,0
0.36,54,7.098341E-14,3.068684,50.63696,0
0.38,54,9.18122E-15,3.068684,50.63696,0
0.4,54,4.024158E-14,3.068684,50.63696,0
0.42,54,3.784713E-14,3.068684,50.63696,0
0.44,54,1.070896E-14,3.068684,50.63696,0
0.46,54,8.570823E-14,3.068684,50.63696,0
0.48,54,8.725884E-15,3.068684,50.63696,0
0.5,54,3.565858E-14,3.068684,50.63696,0
0.52,54,7.207245E-14,3.068684,50.63696,0
0.54,54,1.826194E-14,3.068684,50.63696,0
0.56,54,3.192175E-14,3.068684,50.63696,0
0.58,54,2.637952E-14,3.068684,50.63696,0
0.6,54,7.294367E-14,3.068684,50.63696,0
0.62,54,1.623949E-13,3.068684,50.63696,0
0.64,54,3.306513E-14,3.068684,50.63696,0
0.66,54,1.861312E-14,3.068684,50.63696,0
0.68,54,4.68917E-14,3.068684,50.63696,0
0.7,54,4.54757E-15,3.068684,50.63696,0
0.72,54,9.267241E-14,3.068684,50.63696,0
